,Description,Job Title,Position Level,Qualifications,Aprobado
307,"•Responsable de los fundamentos de la ingeniería de control de procesos y los principios de diseño.
•Proporcionar la información de códigos de ingeniería aplicables para proporcionar diseños seguros y económicos, así como un conocimiento práctico de la necesidad y situación actual.
•Realizar la determinación del alcance completo: guiando al equipo, seleccionando materiales, estimando costos, analizando y diseñando el paquete de fabricación de las áreas para el control del proyecto de envases de vidrio.  Los diseños pueden incluir (pero no están limitados): proyectos de control de procesos de extremo frío, formación electrónica de las máquinas del proyecto, así como todos los demás sistemas primarios y auxiliares relacionado a las instalaciones.  
•Desarrollar análisis, cálculos, dibujos y bocetos de los proyectos para el control de procesos.
•Gestionar la instalación, pruebas, puesta en marcha y resolución de problemas de los diversos sistemas.
•Solucionar problemas en el proyecto y mantener comunicación con otras áreas, consultores, contratistas y personal de planta.
•Desarrollar una agenda estratégica para apoyar globalmente el proyecto, e identificar y ejecutar aquellos que permitan la innovación y mejora del proceso.
•Dar soporte a los procesos regionales y globales sobre cuestiones técnicas y aspectos del proyecto.  
•Conocimiento de paquete de dibujo y sus procedimientos.
•Guiar y apoyar a otros ingenieros o diseñadores cuando sea necesario.",Product Control Engineer,Profesional especializado,"•5 años de experiencia como Ingeniero de Control de Procesos en empresas mineras o industriales. 
• Indispensable Nivel Intermedio – Avanzado de Inglés.",A
308,"- Apoyar en las tareas de ejecución de proyectos.
- Apoyar en la realización de pruebas de servicios y/o terminales.
- Apoyar en la realización de informes y reportes.",Practicante de Servicios de valor agregado,Practicante,"-Conocimientos de Red Celular, GSM, 3G, LTE.
- Conocimientos en programación C, PHP, JAVA, ORACLE.",D
309,"-Encargado de ejecutar los procesos batch (administrativa y financiera).
-Monitoreo de las conexiones con las instituciones y las marcas (VISA y Mastercard).
-Monitoreo de alertas de los cajeros automáticos para garantizar el cumplimiento del nivel de servicio establecidos.",Supervisor de Centro de Cómputo,Supervisor,"-Conocimiento de software indispensable: Windows, MS Office. Operación y/administración de los sistemas operativos Unix, Linux y/o OS400, Programación en C.
-Conocimiento de comunicaciones de datos: LAN y/ WAN
-Liderazgo y facilidad de comunicación
-Dinámico y proactivo
-Capacidad de interrelacionarse a todo nivel, buen trato personal
-Capacidad para trabajar en equipo y bajo presión 
-Objetividad

-45 horas semanales de lunes a domingo con un día de descanso en turnos rotativos (mañana, tarde y noche).",D
310,"Procesar el reporte de GPS de los Operadores Logísticos.
Armar el programa de viajes a provincia, según los stocks de plantas.
Reporte de Unidades en Transito a las plantas de Provincia.
Revisión de liquidaciones por los viajes realizados durante el mes y procesar las Solpeds, Orden de Compra y Hojas de entrada en SAP.
Seguimiento y control a los indicadores de gestión de Transporte primario granel (USD/TM y Disponibilidad de unidades por ruta).",Analista de Abastecimiento – VENTANILLA,Analista,,A
311,"•	Desarrollo e implementación de los productos de software y componentes.
•	Mantenimiento y ajustes a productos de software existentes.
•	Realización de pruebas para aseguramiento de la calidad del software.
•	Elaboración de documentación técnica y de usuario del software.
•	Desarrollar de acuerdo a los estándares de calidad de software (ISO 9001 - CMMI).",Programador C,Profesional especializado,"Nos encontramos en la búsqueda del mejor talento, comprometidos, proactivos, que lleguen a resultados esperados, que brinden importancia la calidad de su trabajo.",D
312,"FUNCIONES:
- Responsable de la búsqueda y cierre de contratos
- Responsable de toda la gestión necesaria para la ejecución y cumplimiento de las obras optimizando costos
- Asegurar la calidad del trabajo en obras
- Coordinar y mantener comunicación constante con el cliente
- Decidir el estudio de propuestas
- Controlar programaciones semanales de obras
- Cumplir y hacer cumplir con las disposiciones estipuladas en el Reglamento de SSO, Reglamento Interno",Gerente Técnico Comercial,Gerencia Media,"REQUISITOS:
- Experiencia comercial
- Conocimiento y experiencia en preparación, ejecución y liquidación de contratos de obra
- Dominio del idioma inglés a nivel avanzado
- Experiencia mínima de 8 años en cargos similares
- Experiencia en empresas del mismo rubro 
- Que cuente con movilidad propia
- Disponibilidad para viajar",D
313,"1.	Proponer e implementar las estrategias comerciales para lograr las metas trazadas.
2.	Coordinar con el equipo técnico el mantenimiento preventivo, correctivo que puedan ser requeridos por los clientes. 
3.	Coordinar ensayos y pruebas de productos de las líneas  ofrecidas por la empresa
4.	Gestionar y participar en reuniones con clientes y potenciales clientes para presentar los servicios y la línea de productos que maneja la empresa.
5.	Seguimiento y fidelización de clientes actuales y potenciales de la empresa. 
6.	Diseñar y realizar reportes e indicadores del área comercial. 
7.	Coordinar con el área de soporte técnico la atención de solicitudes de los clientes sobre la línea de productos y servicios que ofrece la empresa.",Ejecutivo Comercial,Ejecutivo,,A
314,"-	Realizar el control de calidad de los productos.
-	Realizar los reportes de control de Calidad: Emitir informes de calidad y normatividad a cada área que incumpla con los estándares de cada producto o servicio.
-	Dictar charlas de capacitación internas y externas en temas referidos a calidad: Realizar exposiciones sobre las observaciones encontradas en las obras visitadas y presentarlas en Power Point.
-	Supervisar el correcto desarrollo de las obras en ejecución: Realizar visitas a obra con el formato de supervisión de calidad y realizar el levantamiento de información sobre las observaciones que se encuentre en obra para verificar el cumplimiento de las especificaciones técnicas pactadas con el cliente en el Expediente Técnico de diseño.",SUPERVISOR DE CALIDAD – METALMECÁNICA,Supervisor,,A
315,"- Verificar el cumplimiento de los procesos de la producción de acuerdo a los estándares de productividad, calidad y seguridad.
- Supervisar el personal operativo a cargo, verificando el cumplimiento de las tareas asignadas.
- Proponer y asegurar el cumplimiento de proyectos de mejora en la línea asignada.
- Elaborar reportes de indicadores de gestión (KPI’s) de la línea de producción.",Supervisor de Producción,Supervisor,"-Bachiller en Ingeniería Industrial o Ingeniería Mecánica.
-Manejo de MS Office a nivel Intermedio.
-Experiencia de 3 años de como Supervisor de Producción en plantas industriales (indispensable)
-De preferencia conocimiento de SAP – ISO 9001.",A
316,"- Control de costos de Ordenes de servicios.
- Coordinación con proveedores la compra de activos, herramientas, materiales, insumos y/o servicios.
- Ingresar requerimientos de mina en SAP.
- Apoyo en el control del modulo LCM en SAP.
- Elaboración de cotizaciones técnicas.
- Control de herramientas del area de Field Services.",Practicante de Operaciones,Practicante,,A
317,"Definir estándares, metodologías de trabajo, normas, buenas prácticas y demás lineamientos para la adquisición, uso y mantenimiento de los recursos de infraestructura de sistemas; además, revisar periódicamente su aplicabilidad, vigencia y conveniencia para establecer medidas correctivas.
Elaborar y ejecutar planes de capacitación del personal de TI en los estándares y lineamientos relacionados a nuevos productos, tecnologías y optimización de los procesos actuales referidos a arquitectura de infraestructura.
Administrar el portafolio de recursos de infraestructura disponibles: software de servidores, hardware, cableado, redes, firewalls o software de inmunidad, entre otros. 
Gestionar el proceso de compras, negociando con los proveedores respectivos las mejores condiciones.",Arquitecto de infraestructura tecnológica,Profesional especializado,"Contar con experiencia en funciones similares de al menos 4 años.
Conocimientos de Gestión de Proyectos
Conocimientos en el diseño e implementación de infraestructuras tecnológicas",D
318,"Por encargo de nuestro cliente, el Organismo Supervisor de la Inversión en Energía y Minería (OSINERGMIN), institución pública encargada de regular y supervisar a las empresas del sector eléctrico, hidrocarburos y minero; nos encontramos en búsqueda de un CAP Nº 016- 2016 – Asesor Experto en Hidrocarburos Líquidos

Funciones:
Asesorar a la división en los aspectos técnicos de su sector y/o ámbito de acción, relacionados con las funciones asignadas al área 
Revisar, visar y emitir opinión técnica sobre la documentación de la división en lo que respecta a informes, comunicaciones, contratos, concesiones, procesos de selección / contrataciones, proyectos normativos, entre otros, cuando sea requerido.
Atender las consultas técnicas que se encuentren dentro del ámbito de competencia de la división, preparando para ello las presentaciones e informes pertinentes.
Participar en la elaboración, seguimiento y evaluación del programa anual de supervisión, plan operativo y presupuesto de la gerencia, con el objeto de evaluar el cumplimiento del programa.
Participar o coordinar la participación de representantes de Osinergmin en los comités técnicos y/o foros especializados dentro del ámbito de la competencia de la gerencia
Analizar y evaluar el desempeño técnico de las unidades por encargo de la división para brindar soporte en el cumplimiento del plan operativo de la misma.
Participar en la determinación de metas anuales de las unidades de la división y efectuar el seguimiento para su cumplimiento.
Participar en actividades relacionadas al cumplimiento de normativas, reglamentos institucionales, planes operativos y estratégicos de su área, según las políticas y procedimientos dispuestos para tal fin, con el objetivo de contribuir a la mejora continua de su división y/o dar cumplimiento a la normativa legal vigente.",CAP Nº 016- 2016 – Asesor Experto en Hidrocarburos Líquidos,Otros,"No menor de cinco (10) años de experiencia general en entidades públicas o privadas.
No menor de tres (08) años de experiencia específica en puestos y/o funciones equivalentes, desde el nivel de Analista.
Formación Académica	
Titulo/Licenciatura en Ingeniería. 
Curso y/o estudio de especialización 
Master egresado en Administración, Regulación, Energía, Petróleo, Gas Natural, Procesos, Química, Mecánica de Fluidos, Ingeniería Mecánica o Ingeniería de Materiales.
Conocimientos para el puesto y/o cargo	
Mercado de hidrocarburos y energía.  Office (Word, Excel, Power Point, nivel básico) e inglés (nivel básico).",A
319,"Informa al administrador de la planta.
Seguir y poner en práctica todos y cada uno de los requisitos y procedimientos de seguridad establecidos para la planta.
Asistir en la gestión y administración de la planta con énfasis en la Planta de operaciones.
Asistir en la planificación, programación y preparación del presupuesto con énfasis en la operación.
Asistir en el desarrollo y la implementación de la política y el procedimiento administrativo y la implementación del plan.
Gestionar el funcionamiento cotidiano de la Planta.
Coordinar la formación del staff de operaciones.
Gestionar las actividades diarias de las partes de la operación de la planta.
Capacidad para seguir e implementar todas las leyes y regulaciones locales aplicables con respecto a la operación de día a día de la planta.
Coordinar y apoyar al Gerente de Planta / Gerente de Mantenimiento para lograr el óptimo funcionamiento de la Planta, disponibilidad y eficiencia de los requerimientos del Contrato de Obras y Planta.
Ayudar a coordinar e implementar los requerimientos de la Planta de Manejo del Propietario como se indica en el Contrato de Fábrica y Obras.
Ayudar a gestionar y coordinar las actividades del Contratista de MMSA (Grandes Servicios de Mantenimiento de Mantenimiento) en apoyo de las Interrupciones Mayores Planeadas y las Interrupciones Forzadas de la Planta.
Gestionar, planificar e implementar todas las actividades de Plantoperation.
Coordinar con el Administrador de Mantenimiento durante cualquier Interrupciones Planificadas o Interrupciones Forzadas de la Planta.
Ayudar a coordinar y gestionar las actividades de los representantes de terceros, según se requiera durante las operaciones de mantenimiento de planta y / o interrupciones planificadas o forzadas y actividades de MayorOutage.",Jefe de Operaciones,Supervisor,"Indispensable: Experiencia demostrable mínima de 4 años ocupando posiciones similares como Jefe o Supervisor de Operaciones o puestos afines, siendo su experiencia más resaltante en cuanto a gestión de grandes instalaciones industriales (se prefiere la instalación en centrales  de generación de energía).
Experiencia mínima de 12 años o más de experiencia en el campo Ingeniería / Gestión de Proyectos / O & M.
Experiencia en el manejo de Motores Diesel (Muy deseable en centrales eléctricas).
Experiencia demostrada en el funcionamiento técnico y práctico de los componentes y equipos de las instalaciones.
Deseable Inglés Intermedio – Avanzado.
Disponibilidad para laborar en Iquitos.",A
